epidemiological_week,date,order_for_place,state,city,city_ibge_code,place_type,last_available_confirmed,last_available_confirmed_per_100k_inhabitants,new_confirmed,last_available_deaths,new_deaths,last_available_death_rate,estimated_population,is_last,is_repeated
202131,2021-08-03,504,TO,,17,state,211399,13293.46115,372,3541,4,0.0168,1590248,False,False
202131,2021-08-02,504,AC,,12,state,87186,9747.22461,39,1802,2,0.0207,894470,False,False
202131,2021-08-02,513,AL,,27,state,230131,6866.41944,62,5833,12,0.0253,3351543,False,False
202131,2021-08-02,508,AM,,13,state,417119,9913.19752,231,13536,5,0.0325,4207714,False,False
202131,2021-08-02,501,AP,,16,state,121342,14080.50612,58,1913,6,0.0158,861773,False,False
202131,2021-08-02,515,BA,,29,state,1194954,8003.37079,638,25785,26,0.0216,14930634,False,False
202131,2021-08-02,505,CE,,23,state,919544,10009.07468,82,23528,9,0.0256,9187103,False,False
202131,2021-08-02,514,DF,,53,state,451570,14780.62117,705,9644,14,0.0214,3055149,False,False
202131,2021-08-02,516,ES,,32,state,543698,13378.22449,421,11912,20,0.0219,4064052,False,False
202131,2021-08-02,509,GO,,52,state,746561,10494.92939,3430,20956,144,0.0281,7113540,False,False
202131,2021-08-02,501,MA,,21,state,337357,4741.75772,204,9648,7,0.0286,7114598,False,False
202131,2021-08-02,513,MG,,31,state,1975547,9278.06316,2261,50628,17,0.0256,21292666,False,False
202131,2021-08-02,507,MS,,50,state,357373,12720.64367,631,8983,21,0.0251,2809394,False,False
202131,2021-08-02,501,MT,,51,state,491619,13941.81305,1045,12836,41,0.0261,3526220,False,False
202131,2021-08-02,503,PA,,15,state,572988,6593.08264,468,16068,10,0.028,8690745,False,False
202131,2021-08-02,509,PB,,25,state,422675,10464.12514,132,9003,9,0.0213,4039277,False,False
202131,2021-08-02,509,PE,,26,state,591952,6155.5093,524,18822,14,0.0318,9616621,False,False
202131,2021-08-02,502,PI,,22,state,310213,9453.44783,257,6846,2,0.0221,3281480,False,False
202131,2021-08-02,509,PR,,41,state,1383358,12011.61082,2111,35275,17,0.0255,11516840,False,False
202131,2021-08-02,516,RJ,,33,state,1033477,5951.08691,1157,59375,77,0.0575,17366189,False,False
202131,2021-08-02,509,RN,,24,state,359995,10186.14015,194,7106,6,0.0197,3534165,False,False
202131,2021-08-02,501,RO,,11,state,258143,14369.53787,144,6376,8,0.0247,1796460,False,False
202131,2021-08-02,500,RR,,14,state,120252,19051.90429,93,1858,0,0.0155,631181,False,False
202131,2021-08-02,511,RS,,43,state,1369579,11989.68955,699,33365,18,0.0244,11422973,False,False
202131,2021-08-02,509,SC,,42,state,1115302,15378.1688,890,18023,28,0.0162,7252502,False,False
202131,2021-08-02,507,SE,,28,state,274732,11847.91243,137,5918,3,0.0215,2318822,False,False
202131,2021-08-02,525,SP,,35,state,4063680,8778.86921,1939,139059,20,0.0342,46289333,False,False
202131,2021-08-02,503,TO,,17,state,211027,13270.06857,323,3537,8,0.0168,1590248,False,False
202131,2021-08-01,503,AC,,12,state,87147,9742.86449,6,1800,1,0.0207,894470,False,False
202131,2021-08-01,512,AL,,27,state,230069,6864.56954,109,5821,12,0.0253,3351543,False,False
202131,2021-08-01,507,AM,,13,state,416888,9907.70761,176,13531,4,0.0325,4207714,False,False
202131,2021-08-01,500,AP,,16,state,121284,14073.77581,66,1907,0,0.0157,861773,False,False
202131,2021-08-01,514,BA,,29,state,1194316,7999.09769,627,25759,9,0.0216,14930634,False,False
202131,2021-08-01,504,CE,,23,state,919462,10008.18212,256,23519,0,0.0256,9187103,False,False
202131,2021-08-01,513,DF,,53,state,450865,14757.54538,699,9630,10,0.0214,3055149,False,False
202131,2021-08-01,515,ES,,32,state,543277,13367.86537,271,11892,3,0.0219,4064052,False,False
202131,2021-08-01,508,GO,,52,state,743131,10446.71148,413,20812,11,0.028,7113540,False,False
202131,2021-08-01,500,MA,,21,state,337153,4738.89038,37,9641,5,0.0286,7114598,False,False
202131,2021-08-01,512,MG,,31,state,1973286,9267.44448,6762,50611,150,0.0256,21292666,False,False
202131,2021-08-01,506,MS,,50,state,356742,12698.18331,280,8962,7,0.0251,2809394,False,False
202131,2021-08-01,500,MT,,51,state,490574,13912.17791,261,12795,22,0.0261,3526220,False,False
202131,2021-08-01,502,PA,,15,state,572520,6587.6976,19,16058,1,0.028,8690745,False,False
202131,2021-08-01,508,PB,,25,state,422543,10460.85723,495,8994,7,0.0213,4039277,False,False
202131,2021-08-01,508,PE,,26,state,591428,6150.0604,643,18808,24,0.0318,9616621,False,False
202131,2021-08-01,501,PI,,22,state,309956,9445.616,98,6844,7,0.0221,3281480,False,False
202131,2021-08-01,508,PR,,41,state,1381247,11993.28114,2246,35258,25,0.0255,11516840,False,False
202131,2021-08-01,515,RJ,,33,state,1032320,5944.42454,481,59298,29,0.0574,17366189,False,False
202131,2021-08-01,508,RN,,24,state,359801,10180.65088,25,7100,3,0.0197,3534165,False,False
202131,2021-08-01,500,RO,,11,state,257999,14361.5221,154,6368,0,0.0247,1796460,False,False
202131,2021-08-01,499,RR,,14,state,120159,19037.17,38,1858,1,0.0155,631181,False,False
202131,2021-08-01,510,RS,,43,state,1368880,11983.5703,972,33347,13,0.0244,11422973,False,False
202131,2021-08-01,508,SC,,42,state,1114412,15365.89718,655,17995,17,0.0161,7252502,False,False
202131,2021-08-01,506,SE,,28,state,274595,11842.00426,333,5915,5,0.0215,2318822,False,False
202131,2021-08-01,524,SP,,35,state,4061741,8774.68034,3873,139039,43,0.0342,46289333,False,False
202131,2021-08-01,502,TO,,17,state,210704,13249.75727,358,3529,6,0.0167,1590248,False,False
202130,2021-07-31,502,AC,,12,state,87141,9742.1937,13,1799,1,0.0206,894470,False,False
202130,2021-07-31,511,AL,,27,state,229960,6861.31731,313,5809,12,0.0253,3351543,False,False
202130,2021-07-31,506,AM,,13,state,416712,9903.52481,337,13527,4,0.0325,4207714,False,False
202130,2021-07-31,499,AP,,16,state,121218,14066.11718,62,1907,1,0.0157,861773,False,False
202130,2021-07-31,513,BA,,29,state,1193689,7994.89827,1396,25750,33,0.0216,14930634,False,False
202130,2021-07-31,503,CE,,23,state,919206,10005.39561,829,23519,22,0.0256,9187103,False,False
202130,2021-07-31,512,DF,,53,state,450166,14734.66597,762,9620,10,0.0214,3055149,False,False
202130,2021-07-31,514,ES,,32,state,543006,13361.19715,373,11889,1,0.0219,4064052,False,False
202130,2021-07-31,507,GO,,52,state,742718,10440.90565,427,20801,62,0.028,7113540,False,False
202130,2021-07-31,499,MA,,21,state,337116,4738.37032,339,9636,14,0.0286,7114598,False,False
202130,2021-07-31,511,MG,,31,state,1966524,9235.68707,6309,50461,115,0.0257,21292666,False,False
202130,2021-07-31,505,MS,,50,state,356462,12688.21675,500,8955,17,0.0251,2809394,False,False
202130,2021-07-31,499,MT,,51,state,490313,13904.77622,671,12773,8,0.0261,3526220,False,False
202130,2021-07-31,501,PA,,15,state,572501,6587.47898,45,16057,9,0.028,8690745,False,False
202130,2021-07-31,507,PB,,25,state,422048,10448.60256,463,8987,10,0.0213,4039277,False,False
202130,2021-07-31,507,PE,,26,state,590785,6143.37406,942,18784,16,0.0318,9616621,False,False
202130,2021-07-31,500,PI,,22,state,309858,9442.62955,159,6837,2,0.0221,3281480,False,False
202130,2021-07-31,507,PR,,41,state,1379001,11973.77927,2357,35233,77,0.0255,11516840,False,False
202130,2021-07-31,514,RJ,,33,state,1031839,5941.65479,2823,59269,159,0.0574,17366189,False,False
202130,2021-07-31,507,RN,,24,state,359776,10179.94349,111,7097,4,0.0197,3534165,False,False
202130,2021-07-31,499,RO,,11,state,257845,14352.94969,76,6368,0,0.0247,1796460,False,False
202130,2021-07-31,498,RR,,14,state,120121,19031.14954,116,1857,2,0.0155,631181,False,False
202130,2021-07-31,509,RS,,43,state,1367908,11975.06113,4441,33334,45,0.0244,11422973,False,False
202130,2021-07-31,507,SC,,42,state,1113757,15356.86581,1425,17978,18,0.0161,7252502,False,False
202130,2021-07-31,505,SE,,28,state,274262,11827.64352,238,5910,2,0.0215,2318822,False,False
202130,2021-07-31,523,SP,,35,state,4057868,8766.3134,9390,138996,294,0.0343,46289333,False,False
202130,2021-07-31,501,TO,,17,state,210346,13227.24506,171,3523,11,0.0167,1590248,False,False
202130,2021-07-30,501,AC,,12,state,87128,9740.74033,55,1798,0,0.0206,894470,False,False
202130,2021-07-30,510,AL,,27,state,229647,6851.97833,337,5797,12,0.0252,3351543,False,False
202130,2021-07-30,505,AM,,13,state,416375,9895.51571,529,13523,8,0.0325,4207714,False,False
202130,2021-07-30,498,AP,,16,state,121156,14058.92271,80,1906,1,0.0157,861773,False,False
202130,2021-07-30,512,BA,,29,state,1192293,7985.54837,1301,25717,43,0.0216,14930634,False,False
202130,2021-07-30,502,CE,,23,state,918377,9996.37209,732,23497,9,0.0256,9187103,False,False
202130,2021-07-30,511,DF,,53,state,449404,14709.72447,738,9610,11,0.0214,3055149,False,False
202130,2021-07-30,513,ES,,32,state,542633,13352.01912,698,11888,9,0.0219,4064052,False,False
202130,2021-07-30,506,GO,,52,state,742291,10434.90302,2658,20739,-6,0.0279,7113540,False,False
202130,2021-07-30,498,MA,,21,state,336777,4733.60547,635,9622,15,0.0286,7114598,False,False
202130,2021-07-30,510,MG,,31,state,1960215,9206.05715,5794,50346,121,0.0257,21292666,False,False
202130,2021-07-30,504,MS,,50,state,355962,12670.41931,659,8938,14,0.0251,2809394,False,False
202130,2021-07-30,498,MT,,51,state,489642,13885.74734,1535,12765,20,0.0261,3526220,False,False
202130,2021-07-30,500,PA,,15,state,572456,6586.96119,388,16048,14,0.028,8690745,False,False
202130,2021-07-30,506,PB,,25,state,421585,10437.14011,992,8977,6,0.0213,4039277,False,False
202130,2021-07-30,506,PE,,26,state,589843,6133.57852,956,18768,32,0.0318,9616621,False,False
202130,2021-07-30,499,PI,,22,state,309699,9437.78417,354,6835,2,0.0221,3281480,False,False
202130,2021-07-30,506,PR,,41,state,1376644,11953.31358,2292,35156,83,0.0255,11516840,False,False
202130,2021-07-30,513,RJ,,33,state,1029016,5925.39906,5076,59110,137,0.0574,17366189,False,False
202130,2021-07-30,506,RN,,24,state,359665,10176.80272,287,7093,2,0.0197,3534165,False,False
202130,2021-07-30,498,RO,,11,state,257769,14348.71915,256,6368,3,0.0247,1796460,False,False
202130,2021-07-30,497,RR,,14,state,120005,19012.7713,177,1855,1,0.0155,631181,False,False
202130,2021-07-30,508,RS,,43,state,1363467,11936.18334,1593,33289,43,0.0244,11422973,False,False
202130,2021-07-30,506,SC,,42,state,1112332,15337.21742,1590,17960,28,0.0161,7252502,False,False
202130,2021-07-30,504,SE,,28,state,274024,11817.37969,161,5908,1,0.0216,2318822,False,False
202130,2021-07-30,522,SP,,35,state,4048478,8746.02795,10103,138702,266,0.0343,46289333,False,False
202130,2021-07-30,500,TO,,17,state,210175,13216.49202,402,3512,10,0.0167,1590248,False,False
202130,2021-07-29,500,AC,,12,state,87073,9734.59143,20,1798,0,0.0206,894470,False,False
202130,2021-07-29,509,AL,,27,state,229310,6841.92326,180,5785,13,0.0252,3351543,False,False
202130,2021-07-29,504,AM,,13,state,415846,9882.94357,568,13515,7,0.0325,4207714,False,False
202130,2021-07-29,497,AP,,16,state,121076,14049.63952,114,1905,3,0.0157,861773,False,False
202130,2021-07-29,511,BA,,29,state,1190992,7976.83474,2025,25674,44,0.0216,14930634,False,False
202130,2021-07-29,501,CE,,23,state,917645,9988.4044,651,23488,23,0.0256,9187103,False,False
202130,2021-07-29,510,DF,,53,state,448666,14685.56853,676,9599,6,0.0214,3055149,False,False
202130,2021-07-29,512,ES,,32,state,541935,13334.84414,515,11879,17,0.0219,4064052,False,False
202130,2021-07-29,505,GO,,52,state,739633,10397.53765,3223,20745,102,0.028,7113540,False,False
202130,2021-07-29,497,MA,,21,state,336142,4724.68016,949,9607,12,0.0286,7114598,False,False
202130,2021-07-29,509,MG,,31,state,1954421,9178.8459,5668,50225,166,0.0257,21292666,False,False
202130,2021-07-29,503,MS,,50,state,355303,12646.9623,583,8924,14,0.0251,2809394,False,False
202130,2021-07-29,497,MT,,51,state,488107,13842.21631,1432,12745,25,0.0261,3526220,False,False
202130,2021-07-29,499,PA,,15,state,572068,6582.49667,647,16034,23,0.028,8690745,False,False
202130,2021-07-29,505,PB,,25,state,420593,10412.58126,1019,8971,10,0.0213,4039277,False,False
202130,2021-07-29,505,PE,,26,state,588887,6123.6374,1038,18736,34,0.0318,9616621,False,False
202130,2021-07-29,498,PI,,22,state,309345,9426.99636,473,6833,4,0.0221,3281480,False,False
202130,2021-07-29,505,PR,,41,state,1374352,11933.41229,2457,35073,194,0.0255,11516840,False,False
202130,2021-07-29,512,RJ,,33,state,1023940,5896.16985,1441,58973,207,0.0576,17366189,False,False
202130,2021-07-29,505,RN,,24,state,359378,10168.68199,177,7091,4,0.0197,3534165,False,False
202130,2021-07-29,497,RO,,11,state,257513,14334.4689,263,6365,10,0.0247,1796460,False,False
202130,2021-07-29,496,RR,,14,state,119828,18984.72863,256,1854,5,0.0155,631181,False,False
202130,2021-07-29,507,RS,,43,state,1361874,11922.23776,3111,33246,41,0.0244,11422973,False,False
202130,2021-07-29,505,SC,,42,state,1110742,15315.29395,1887,17932,30,0.0161,7252502,False,False
202130,2021-07-29,503,SE,,28,state,273863,11810.43651,234,5907,4,0.0216,2318822,False,False
202130,2021-07-29,521,SP,,35,state,4038375,8724.20218,11313,138436,335,0.0343,46289333,False,False
202130,2021-07-29,499,TO,,17,state,209773,13191.21294,401,3502,9,0.0167,1590248,False,False
202130,2021-07-28,499,AC,,12,state,87053,9732.35547,54,1798,1,0.0207,894470,False,False
202130,2021-07-28,508,AL,,27,state,229130,6836.5526,360,5772,13,0.0252,3351543,False,False
202130,2021-07-28,503,AM,,13,state,415278,9869.44455,489,13508,7,0.0325,4207714,False,False
202130,2021-07-28,496,AP,,16,state,120962,14036.41098,81,1902,4,0.0157,861773,False,False
202130,2021-07-28,510,BA,,29,state,1188967,7963.27202,1417,25630,36,0.0216,14930634,False,False
202130,2021-07-28,500,CE,,23,state,916994,9981.31838,986,23465,63,0.0256,9187103,False,False
202130,2021-07-28,509,DF,,53,state,447990,14663.44195,636,9593,15,0.0214,3055149,False,False
202130,2021-07-28,511,ES,,32,state,541420,13322.17206,700,11862,15,0.0219,4064052,False,False
202130,2021-07-28,504,GO,,52,state,736410,10352.22969,4737,20643,87,0.028,7113540,False,False
202130,2021-07-28,496,MA,,21,state,335193,4711.34139,1012,9595,19,0.0286,7114598,False,False
202130,2021-07-28,508,MG,,31,state,1948753,9152.22641,6071,50059,158,0.0257,21292666,False,False
202130,2021-07-28,502,MS,,50,state,354720,12626.21049,499,8910,17,0.0251,2809394,False,False
202130,2021-07-28,496,MT,,51,state,486675,13801.60625,1600,12720,32,0.0261,3526220,False,False
202130,2021-07-28,498,PA,,15,state,571421,6575.05197,751,16011,21,0.028,8690745,False,False
202130,2021-07-28,504,PB,,25,state,419574,10387.35397,797,8961,9,0.0214,4039277,False,False
202130,2021-07-28,504,PE,,26,state,587849,6112.84359,995,18702,37,0.0318,9616621,False,False
202130,2021-07-28,497,PI,,22,state,308872,9412.58213,429,6829,8,0.0221,3281480,False,False
202130,2021-07-28,504,PR,,41,state,1371895,11912.07831,3405,34879,184,0.0254,11516840,False,False
202130,2021-07-28,511,RJ,,33,state,1022499,5887.87212,3778,58766,154,0.0575,17366189,False,False
202130,2021-07-28,504,RN,,24,state,359201,10163.67374,264,7087,13,0.0197,3534165,False,False
202130,2021-07-28,496,RO,,11,state,257250,14319.829,197,6355,10,0.0247,1796460,False,False
202130,2021-07-28,495,RR,,14,state,119572,18944.16974,311,1849,8,0.0155,631181,False,False
202130,2021-07-28,506,RS,,43,state,1358763,11895.00317,3162,33205,58,0.0244,11422973,False,False
202130,2021-07-28,504,SC,,42,state,1108855,15289.27534,2051,17902,31,0.0161,7252502,False,False
202130,2021-07-28,502,SE,,28,state,273629,11800.34518,180,5903,2,0.0216,2318822,False,False
202130,2021-07-28,520,SP,,35,state,4027062,8699.76243,11636,138101,361,0.0343,46289333,False,False
202130,2021-07-28,498,TO,,17,state,209372,13165.99675,451,3493,9,0.0167,1590248,False,False
202130,2021-07-27,498,AC,,12,state,86999,9726.31838,12,1797,0,0.0207,894470,False,False
202130,2021-07-27,507,AL,,27,state,228770,6825.81128,328,5759,13,0.0252,3351543,False,False
202130,2021-07-27,502,AM,,13,state,414789,9857.82304,445,13501,9,0.0325,4207714,False,False
202130,2021-07-27,495,AP,,16,state,120881,14027.01175,78,1898,1,0.0157,861773,False,False
202130,2021-07-27,509,BA,,29,state,1187550,7953.78147,1337,25594,54,0.0216,14930634,False,False
202130,2021-07-27,499,CE,,23,state,916008,9970.58594,1016,23402,20,0.0255,9187103,False,False
202130,2021-07-27,508,DF,,53,state,447354,14642.62463,582,9578,11,0.0214,3055149,False,False
202130,2021-07-27,510,ES,,32,state,540720,13304.94787,689,11847,19,0.0219,4064052,False,False
202130,2021-07-27,503,GO,,52,state,731673,10285.63837,3520,20556,17,0.0281,7113540,False,False
202130,2021-07-27,495,MA,,21,state,334181,4697.11711,575,9576,13,0.0287,7114598,False,False
202130,2021-07-27,507,MG,,31,state,1942682,9123.71424,5192,49901,32,0.0257,21292666,False,False
202130,2021-07-27,501,MS,,50,state,354221,12608.44865,1060,8893,23,0.0251,2809394,False,False
202130,2021-07-27,495,MT,,51,state,485075,13756.23189,1241,12688,18,0.0262,3526220,False,False
202130,2021-07-27,497,PA,,15,state,570670,6566.41059,649,15990,19,0.028,8690745,False,False
202130,2021-07-27,503,PB,,25,state,418777,10367.62272,187,8952,7,0.0214,4039277,False,False
202130,2021-07-27,503,PE,,26,state,586854,6102.49692,831,18665,36,0.0318,9616621,False,False
202130,2021-07-27,496,PI,,22,state,308443,9399.50876,562,6821,6,0.0221,3281480,False,False
202130,2021-07-27,503,PR,,41,state,1368490,11882.51291,2181,34695,193,0.0254,11516840,False,False
202130,2021-07-27,510,RJ,,33,state,1018721,5866.1172,3806,58612,160,0.0575,17366189,False,False
202130,2021-07-27,503,RN,,24,state,358937,10156.2038,893,7074,4,0.0197,3534165,False,False
202130,2021-07-27,495,RO,,11,state,257053,14308.86299,696,6345,9,0.0247,1796460,False,False
202130,2021-07-27,494,RR,,14,state,119261,18894.89703,293,1841,10,0.0154,631181,False,False
202130,2021-07-27,505,RS,,43,state,1355601,11867.32211,2549,33147,88,0.0245,11422973,False,False
202130,2021-07-27,503,SC,,42,state,1106804,15260.99545,2350,17871,49,0.0161,7252502,False,False
202130,2021-07-27,501,SE,,28,state,273449,11792.58261,119,5901,5,0.0216,2318822,False,False
202130,2021-07-27,519,SP,,35,state,4015426,8674.62489,11877,137740,467,0.0343,46289333,False,False
202130,2021-07-27,497,TO,,17,state,208921,13137.63639,523,3484,7,0.0167,1590248,False,False
202130,2021-07-26,497,AC,,12,state,86987,9724.9768,35,1797,1,0.0207,894470,False,False
202130,2021-07-26,506,AL,,27,state,228442,6816.02474,63,5746,13,0.0252,3351543,False,False
202130,2021-07-26,501,AM,,13,state,414344,9847.24722,231,13492,10,0.0326,4207714,False,False
202130,2021-07-26,494,AP,,16,state,120803,14017.96065,87,1897,5,0.0157,861773,False,False
202130,2021-07-26,508,BA,,29,state,1186213,7944.82672,774,25540,36,0.0215,14930634,False,False
202130,2021-07-26,498,CE,,23,state,914992,9959.52696,357,23382,0,0.0256,9187103,False,False
202130,2021-07-26,507,DF,,53,state,446772,14623.57482,636,9567,10,0.0214,3055149,False,False
202130,2021-07-26,509,ES,,32,state,540031,13287.99435,676,11828,15,0.0219,4064052,False,False
202130,2021-07-26,502,GO,,52,state,728153,10236.15528,2186,20539,67,0.0282,7113540,False,False
202130,2021-07-26,494,MA,,21,state,333606,4689.03514,400,9563,7,0.0287,7114598,False,False
202130,2021-07-26,506,MG,,31,state,1937490,9099.33026,1199,49869,37,0.0257,21292666,False,False
202130,2021-07-26,500,MS,,50,state,353161,12570.7181,581,8870,17,0.0251,2809394,False,False
202130,2021-07-26,494,MT,,51,state,483834,13721.03839,1539,12670,41,0.0262,3526220,False,False
202130,2021-07-26,496,PA,,15,state,570021,6558.94288,656,15971,6,0.028,8690745,False,False
202130,2021-07-26,502,PB,,25,state,418590,10362.99318,213,8945,7,0.0214,4039277,False,False
202130,2021-07-26,502,PE,,26,state,586023,6093.85563,409,18629,13,0.0318,9616621,False,False
202130,2021-07-26,495,PI,,22,state,307881,9382.38234,260,6815,7,0.0221,3281480,False,False
202130,2021-07-26,502,PR,,41,state,1366309,11863.57543,5174,34502,194,0.0253,11516840,False,False
202130,2021-07-26,509,RJ,,33,state,1014915,5844.20105,332,58452,40,0.0576,17366189,False,False
202130,2021-07-26,502,RN,,24,state,358044,10130.93616,222,7070,13,0.0197,3534165,False,False
202130,2021-07-26,494,RO,,11,state,256357,14270.12013,313,6336,-2,0.0247,1796460,False,False
202130,2021-07-26,493,RR,,14,state,118968,18848.47611,150,1831,1,0.0154,631181,False,False
202130,2021-07-26,504,RS,,43,state,1353052,11845.00742,767,33059,13,0.0244,11422973,False,False
202130,2021-07-26,502,SC,,42,state,1104454,15228.59284,1026,17822,28,0.0161,7252502,False,False
202130,2021-07-26,500,SE,,28,state,273330,11787.4507,282,5896,3,0.0216,2318822,False,False
202130,2021-07-26,518,SP,,35,state,4003549,8648.96671,2471,137273,37,0.0343,46289333,False,False
202130,2021-07-26,496,TO,,17,state,208398,13104.74844,403,3477,5,0.0167,1590248,False,False
202130,2021-07-25,496,AC,,12,state,86952,9721.06387,16,1796,0,0.0207,894470,False,False
202130,2021-07-25,505,AL,,27,state,228379,6814.14501,479,5733,9,0.0251,3351543,False,False
202130,2021-07-25,500,AM,,13,state,414113,9841.75731,260,13482,5,0.0326,4207714,False,False
202130,2021-07-25,493,AP,,16,state,120716,14007.86518,70,1892,1,0.0157,861773,False,False
202130,2021-07-25,507,BA,,29,state,1185439,7939.64275,1125,25504,19,0.0215,14930634,False,False
202130,2021-07-25,497,CE,,23,state,914635,9955.64108,630,23382,18,0.0256,9187103,False,False
202130,2021-07-25,506,DF,,53,state,446136,14602.75751,712,9557,9,0.0214,3055149,False,False
202130,2021-07-25,508,ES,,32,state,539355,13271.3607,447,11813,3,0.0219,4064052,False,False
202130,2021-07-25,501,GO,,52,state,725967,10205.42515,407,20472,18,0.0282,7113540,False,False
202130,2021-07-25,493,MA,,21,state,333206,4683.41289,33,9556,9,0.0287,7114598,False,False
202130,2021-07-25,505,MG,,31,state,1936291,9093.69921,2989,49832,157,0.0257,21292666,False,False
202130,2021-07-25,499,MS,,50,state,352580,12550.03748,271,8853,16,0.0251,2809394,False,False
202130,2021-07-25,493,MT,,51,state,482295,13677.39392,309,12629,12,0.0262,3526220,False,False
202130,2021-07-25,495,PA,,15,state,569365,6551.39462,15,15965,2,0.028,8690745,False,False
202130,2021-07-25,501,PB,,25,state,418377,10357.71996,611,8938,8,0.0214,4039277,False,False
202130,2021-07-25,501,PE,,26,state,585614,6089.60257,945,18616,17,0.0318,9616621,False,False
202130,2021-07-25,494,PI,,22,state,307621,9374.45909,149,6808,11,0.0221,3281480,False,False
202130,2021-07-25,501,PR,,41,state,1361135,11818.64991,1119,34308,44,0.0252,11516840,False,False
202130,2021-07-25,508,RJ,,33,state,1014583,5842.28929,839,58412,51,0.0576,17366189,False,False
202130,2021-07-25,501,RN,,24,state,357822,10124.65462,18,7057,5,0.0197,3534165,False,False
202130,2021-07-25,493,RO,,11,state,256044,14252.69697,130,6338,1,0.0248,1796460,False,False
202130,2021-07-25,492,RR,,14,state,118818,18824.71114,52,1830,1,0.0154,631181,False,False
202130,2021-07-25,503,RS,,43,state,1352285,11838.29289,1400,33046,7,0.0244,11422973,False,False
202130,2021-07-25,501,SC,,42,state,1103428,15214.44599,765,17794,23,0.0161,7252502,False,False
202130,2021-07-25,499,SE,,28,state,273048,11775.28935,202,5893,2,0.0216,2318822,False,False
202130,2021-07-25,517,SP,,35,state,4001078,8643.62854,3994,137236,25,0.0343,46289333,False,False
202130,2021-07-25,495,TO,,17,state,207995,13079.40648,269,3472,6,0.0167,1590248,False,False
202129,2021-07-24,495,AC,,12,state,86936,9719.2751,81,1796,0,0.0207,894470,False,False
202129,2021-07-24,504,AL,,27,state,227900,6799.85308,531,5724,13,0.0251,3351543,False,False
202129,2021-07-24,499,AM,,13,state,413853,9835.57818,295,13477,9,0.0326,4207714,False,False
202129,2021-07-24,492,AP,,16,state,120646,13999.74239,112,1891,2,0.0157,861773,False,False
202129,2021-07-24,506,BA,,29,state,1184314,7932.10791,1641,25485,28,0.0215,14930634,False,False
202129,2021-07-24,496,CE,,23,state,914005,9948.78364,565,23364,3,0.0256,9187103,False,False
202129,2021-07-24,505,DF,,53,state,445424,14579.45259,759,9548,10,0.0214,3055149,False,False
202129,2021-07-24,507,ES,,32,state,538908,13260.36183,557,11810,10,0.0219,4064052,False,False
202129,2021-07-24,500,GO,,52,state,725560,10199.70366,2151,20454,18,0.0282,7113540,False,False
202129,2021-07-24,492,MA,,21,state,333173,4682.94906,424,9547,18,0.0287,7114598,False,False
202129,2021-07-24,504,MG,,31,state,1933302,9079.66151,4911,49675,175,0.0257,21292666,False,False
202129,2021-07-24,498,MS,,50,state,352309,12540.39127,495,8837,21,0.0251,2809394,False,False
202129,2021-07-24,492,MT,,51,state,481986,13668.631,707,12617,16,0.0262,3526220,False,False
202129,2021-07-24,494,PA,,15,state,569350,6551.22202,104,15963,5,0.028,8690745,False,False
202129,2021-07-24,500,PB,,25,state,417766,10342.59349,607,8930,8,0.0214,4039277,False,False
202129,2021-07-24,500,PE,,26,state,584669,6079.77584,700,18599,51,0.0318,9616621,False,False
202129,2021-07-24,493,PI,,22,state,307472,9369.91845,74,6797,9,0.0221,3281480,False,False
202129,2021-07-24,500,PR,,41,state,1360016,11808.9337,2316,34264,83,0.0252,11516840,False,False
202129,2021-07-24,507,RJ,,33,state,1013744,5837.45806,1718,58361,142,0.0576,17366189,False,False
202129,2021-07-24,500,RN,,24,state,357804,10124.14531,163,7052,4,0.0197,3534165,False,False
202129,2021-07-24,492,RO,,11,state,255914,14245.46052,190,6337,6,0.0248,1796460,False,False
202129,2021-07-24,491,RR,,14,state,118766,18816.47261,264,1829,1,0.0154,631181,False,False
202129,2021-07-24,502,RS,,43,state,1350885,11826.03688,7299,33039,67,0.0245,11422973,False,False
202129,2021-07-24,500,SC,,42,state,1102663,15203.89791,1704,17771,45,0.0161,7252502,False,False
202129,2021-07-24,498,SE,,28,state,272846,11766.57803,169,5891,3,0.0216,2318822,False,False
202129,2021-07-24,516,SP,,35,state,3997084,8635.00021,5896,137211,327,0.0343,46289333,False,False
202129,2021-07-24,494,TO,,17,state,207726,13062.49088,215,3466,7,0.0167,1590248,False,False
202129,2021-07-23,494,AC,,12,state,86855,9710.21946,11,1796,3,0.0207,894470,False,False
202129,2021-07-23,503,AL,,27,state,227369,6784.00963,248,5711,13,0.0251,3351543,False,False
202129,2021-07-23,498,AM,,13,state,413558,9828.56725,412,13468,6,0.0326,4207714,False,False
202129,2021-07-23,491,AP,,16,state,120534,13986.74593,131,1889,1,0.0157,861773,False,False
202129,2021-07-23,505,BA,,29,state,1182673,7921.11708,1941,25457,47,0.0215,14930634,False,False
202129,2021-07-23,495,CE,,23,state,913440,9942.63371,943,23361,22,0.0256,9187103,False,False
202129,2021-07-23,504,DF,,53,state,444665,14554.60928,868,9538,12,0.0214,3055149,False,False
202129,2021-07-23,506,ES,,32,state,538351,13246.65629,789,11800,14,0.0219,4064052,False,False
202129,2021-07-23,499,GO,,52,state,723409,10169.46555,1618,20436,114,0.0282,7113540,False,False
202129,2021-07-23,491,MA,,21,state,332749,4676.98948,434,9529,19,0.0286,7114598,False,False
